isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	MSTRG.46488	MSTRG.46488.1	g16829	g16829.t1	sense	intergenic	46665	same_strand	downstream
0	MSTRG.46488	MSTRG.46488.1	g16829	g16829.t2	sense	intergenic	46665	same_strand	downstream
1	MSTRG.31838	MSTRG.31838.1	g11732	g11732.t1	antisense	intergenic	40966	convergent	downstream
1	MSTRG.35352	MSTRG.35352.1	g12946	g12946.t2	sense	intergenic	627	same_strand	upstream
0	MSTRG.35352	MSTRG.35352.1	g12946	g12946.t1	sense	intergenic	627	same_strand	upstream
1	MSTRG.52688	MSTRG.52688.1	g18975	g18975.t1	antisense	intergenic	9602	convergent	downstream
1	MSTRG.66488	MSTRG.66488.1	g23942	g23942.t1	antisense	intergenic	17	convergent	downstream
0	MSTRG.66488	MSTRG.66488.1	g23941	g23941.t1	sense	intergenic	6401	same_strand	downstream
0	MSTRG.66488	MSTRG.66488.1	g23941	g23941.t2	sense	intergenic	6401	same_strand	downstream
0	MSTRG.66488	MSTRG.66488.1	g23941	g23941.t3	sense	intergenic	6401	same_strand	downstream
0	MSTRG.66488	MSTRG.66488.1	g23942	g23942.t2	antisense	intergenic	17	convergent	downstream
1	MSTRG.14776	MSTRG.14776.1	g5617	g5617.t1	sense	genic	0	nested	intronic
0	MSTRG.14776	MSTRG.14776.1	g5616	g5616.t1	antisense	intergenic	9464	divergent	upstream
1	MSTRG.9170	MSTRG.9170.2	g3286	g3286.t2	sense	intergenic	15688	same_strand	downstream
0	MSTRG.9170	MSTRG.9170.2	g3286	g3286.t1	sense	intergenic	15688	same_strand	downstream
1	MSTRG.21000	MSTRG.21000.1	g7929	g7929.t1	sense	intergenic	1337	same_strand	downstream
0	MSTRG.21000	MSTRG.21000.1	g7930	g7930.t1	sense	intergenic	9248	same_strand	downstream
1	MSTRG.2882	MSTRG.2882.3	g995	g995.t3	sense	intergenic	9712	same_strand	upstream
0	MSTRG.2882	MSTRG.2882.3	g995	g995.t1	sense	intergenic	9712	same_strand	upstream
0	MSTRG.2882	MSTRG.2882.3	g995	g995.t2	sense	intergenic	9712	same_strand	upstream
1	MSTRG.44457	MSTRG.44457.1	g16007	g16007.t1	antisense	intergenic	2817	divergent	upstream
0	MSTRG.44457	MSTRG.44457.1	g16007	g16007.t2	antisense	intergenic	4583	divergent	upstream
1	MSTRG.57766	MSTRG.57766.1	g20688	g20688.t2	antisense	genic	0	overlapping	exonic
0	MSTRG.57766	MSTRG.57766.1	g20689	g20689.t1	antisense	intergenic	5471	divergent	upstream
0	MSTRG.57766	MSTRG.57766.1	g20690	g20690.t2	sense	intergenic	8431	same_strand	downstream
0	MSTRG.57766	MSTRG.57766.1	g20690	g20690.t1	sense	intergenic	8431	same_strand	downstream
0	MSTRG.57766	MSTRG.57766.1	g20688	g20688.t1	antisense	genic	0	overlapping	exonic
1	MSTRG.19175	MSTRG.19175.2	g7375	g7375.t1	antisense	genic	0	nested	intronic
1	MSTRG.52743	MSTRG.52743.1	g18990	g18990.t1	sense	intergenic	71176	same_strand	downstream
1	MSTRG.64496	MSTRG.64496.1	g23095	g23095.t1	antisense	intergenic	10989	divergent	upstream
1	MSTRG.3508	MSTRG.3508.1	g1251	g1251.t1	antisense	genic	0	nested	intronic
0	MSTRG.3508	MSTRG.3508.1	g1252	g1252.t1	sense	intergenic	3082	same_strand	downstream
0	MSTRG.3508	MSTRG.3508.1	g1253	g1253.t1	sense	intergenic	3082	same_strand	downstream
0	MSTRG.3508	MSTRG.3508.1	g1254	g1254.t1	sense	intergenic	5868	same_strand	downstream
1	MSTRG.56203	MSTRG.56203.1	g20244	g20244.t1	sense	intergenic	9931	same_strand	upstream
1	MSTRG.42323	MSTRG.42323.1	g15213	g15213.t1	sense	intergenic	894	same_strand	downstream
1	MSTRG.36995	MSTRG.36995.30	g13279	g13279.t1	antisense	genic	0	nested	exonic
0	MSTRG.36995	MSTRG.36995.30	g13279	g13279.t2	antisense	genic	0	nested	exonic
1	MSTRG.44045	MSTRG.44045.3	g15824	g15824.t1	sense	genic	0	nested	intronic
1	MSTRG.62898	MSTRG.62898.1	g22484	g22484.t1	sense	intergenic	9687	same_strand	upstream
1	MSTRG.10538	MSTRG.10538.1	g3642	g3642.t1	antisense	intergenic	21134	divergent	upstream
1	MSTRG.62519	MSTRG.62519.1	g22365	g22365.t1	antisense	intergenic	43069	convergent	downstream
1	MSTRG.63579	MSTRG.63579.3	g22767	g22767.t1	antisense	intergenic	10494	convergent	downstream
0	MSTRG.63579	MSTRG.63579.3	g22768	g22768.t1	antisense	intergenic	19546	divergent	upstream
0	MSTRG.63579	MSTRG.63579.3	g22766	g22766.t1	sense	intergenic	18806	same_strand	upstream
1	MSTRG.21949	MSTRG.21949.1	g8152	g8152.t1	antisense	intergenic	10861	convergent	downstream
1	MSTRG.12412	MSTRG.12412.11	g4428	g4428.t1	sense	intergenic	587	same_strand	downstream
1	MSTRG.39248	MSTRG.39248.1	g14258	g14258.t1	antisense	intergenic	11057	divergent	upstream
1	MSTRG.20402	MSTRG.20402.1	g7758	g7758.t1	sense	intergenic	3710	same_strand	downstream
0	MSTRG.20402	MSTRG.20402.1	g7759	g7759.t2	sense	intergenic	8825	same_strand	upstream
0	MSTRG.20402	MSTRG.20402.1	g7759	g7759.t1	sense	intergenic	5422	same_strand	upstream
0	MSTRG.20402	MSTRG.20402.1	g7757	g7757.t1	sense	intergenic	7063	same_strand	downstream
1	MSTRG.30534	MSTRG.30534.1	g11334	g11334.t1	antisense	intergenic	1208	convergent	downstream
0	MSTRG.30534	MSTRG.30534.1	g11335	g11335.t1	sense	intergenic	6686	same_strand	downstream
0	MSTRG.30534	MSTRG.30534.1	g11336	g11336.t1	sense	intergenic	7822	same_strand	downstream
1	MSTRG.38579	MSTRG.38579.1	g14000	g14000.t2	antisense	intergenic	2965	convergent	downstream
0	MSTRG.38579	MSTRG.38579.1	g13999	g13999.t1	antisense	intergenic	8218	divergent	upstream
0	MSTRG.38579	MSTRG.38579.1	g14000	g14000.t1	antisense	intergenic	2965	convergent	downstream
1	MSTRG.19153	MSTRG.19153.1	g7367	g7367.t1	antisense	intergenic	10848	divergent	upstream
0	MSTRG.19153	MSTRG.19153.1	g7368	g7368.t1	sense	intergenic	11583	same_strand	upstream
1	MSTRG.15169	MSTRG.15169.1	g5798	g5798.t2	sense	intergenic	5893	same_strand	upstream
0	MSTRG.15169	MSTRG.15169.1	g5797	g5797.t1	sense	intergenic	8757	same_strand	downstream
0	MSTRG.15169	MSTRG.15169.1	g5798	g5798.t1	sense	intergenic	5893	same_strand	upstream
1	MSTRG.40728	MSTRG.40728.1	g14788	g14788.t2	antisense	genic	0	containing	intronic
0	MSTRG.40728	MSTRG.40728.1	g14788	g14788.t1	antisense	genic	0	containing	intronic
0	MSTRG.40728	MSTRG.40728.1	g14787	g14787.t1	sense	intergenic	3405	same_strand	upstream
0	MSTRG.40728	MSTRG.40728.1	g14789	g14789.t1	antisense	intergenic	1333	divergent	upstream
1	MSTRG.31825	MSTRG.31825.3	g11730	g11730.t1	sense	genic	0	containing	intronic
0	MSTRG.31825	MSTRG.31825.3	g11731	g11731.t1	sense	genic	0	containing	intronic
1	MSTRG.36995	MSTRG.36995.23	g13279	g13279.t1	antisense	genic	0	nested	exonic
0	MSTRG.36995	MSTRG.36995.23	g13279	g13279.t2	antisense	genic	0	nested	exonic
1	MSTRG.60018	MSTRG.60018.1	g21499	g21499.t1	antisense	genic	0	containing	intronic
0	MSTRG.60018	MSTRG.60018.1	g21500	g21500.t1	antisense	genic	0	containing	intronic
1	MSTRG.14362	MSTRG.14362.1	g5342	g5342.t1	antisense	intergenic	3809	divergent	upstream
0	MSTRG.14362	MSTRG.14362.1	g5343	g5343.t1	antisense	intergenic	5301	convergent	downstream
1	MSTRG.40083	MSTRG.40083.1	g14570	g14570.t1	antisense	intergenic	21574	divergent	upstream
0	MSTRG.40083	MSTRG.40083.1	g14572	g14572.t1	sense	intergenic	27351	same_strand	downstream
0	MSTRG.40083	MSTRG.40083.1	g14569	g14569.t1	sense	intergenic	29216	same_strand	upstream
0	MSTRG.40083	MSTRG.40083.1	g14571	g14571.t1	antisense	intergenic	23673	divergent	upstream
1	MSTRG.65502	MSTRG.65502.1	g23535	g23535.t1	antisense	intergenic	23645	divergent	upstream
0	MSTRG.65502	MSTRG.65502.1	g23534	g23534.t1	sense	intergenic	28687	same_strand	downstream
0	MSTRG.65502	MSTRG.65502.1	g23534	g23534.t2	sense	intergenic	28687	same_strand	downstream
1	MSTRG.28886	MSTRG.28886.1	g10723	g10723.t1	antisense	intergenic	12842	divergent	upstream
0	MSTRG.28886	MSTRG.28886.1	g10724	g10724.t1	antisense	intergenic	17784	convergent	downstream
0	MSTRG.28886	MSTRG.28886.1	g10722	g10722.t1	antisense	intergenic	14912	divergent	upstream
0	MSTRG.28886	MSTRG.28886.1	g10723	g10723.t2	antisense	intergenic	12842	divergent	upstream
1	MSTRG.61802	MSTRG.61802.1	g22107	g22107.t1	antisense	genic	0	nested	intronic
0	MSTRG.61802	MSTRG.61802.1	g22107	g22107.t2	antisense	intergenic	190	convergent	downstream
1	MSTRG.32464	MSTRG.32464.1	g11925	g11925.t1	antisense	intergenic	33771	convergent	downstream
1	MSTRG.28187	MSTRG.28187.2	g10459	g10459.t3	sense	intergenic	6512	same_strand	downstream
0	MSTRG.28187	MSTRG.28187.2	g10458	g10458.t1	antisense	intergenic	7762	convergent	downstream
0	MSTRG.28187	MSTRG.28187.2	g10458	g10458.t2	antisense	intergenic	7762	convergent	downstream
0	MSTRG.28187	MSTRG.28187.2	g10459	g10459.t2	sense	intergenic	6512	same_strand	downstream
0	MSTRG.28187	MSTRG.28187.2	g10459	g10459.t4	sense	intergenic	8346	same_strand	downstream
0	MSTRG.28187	MSTRG.28187.2	g10459	g10459.t1	sense	intergenic	6512	same_strand	downstream
1	MSTRG.52148	MSTRG.52148.1	g18766	g18766.t1	antisense	intergenic	76759	divergent	upstream
1	MSTRG.18348	MSTRG.18348.1	g7061	g7061.t1	antisense	intergenic	7957	divergent	upstream
1	MSTRG.51227	MSTRG.51227.1	g18545	g18545.t1	sense	intergenic	8572	same_strand	downstream
1	MSTRG.49231	MSTRG.49231.1	g17885	g17885.t1	antisense	intergenic	943	divergent	upstream
1	MSTRG.61818	MSTRG.61818.3	g22150	g22150.t1	antisense	genic	0	nested	intronic
0	MSTRG.61818	MSTRG.61818.3	g22151	g22151.t1	antisense	intergenic	8449	convergent	downstream
0	MSTRG.61818	MSTRG.61818.3	g22149	g22149.t1	sense	intergenic	6489	same_strand	downstream
1	MSTRG.4910	MSTRG.4910.1	g1765	g1765.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.4910	MSTRG.4910.1	g1764	g1764.t1	antisense	genic	0	containing	intronic
0	MSTRG.4910	MSTRG.4910.1	g1763	g1763.t1	antisense	genic	0	containing	intronic
0	MSTRG.4910	MSTRG.4910.1	g1766	g1766.t1	sense	intergenic	5075	same_strand	downstream
1	MSTRG.31312	MSTRG.31312.2	g11643	g11643.t1	sense	intergenic	31509	same_strand	downstream
1	MSTRG.26183	MSTRG.26183.1	g9695	g9695.t1	sense	intergenic	16413	same_strand	upstream
1	MSTRG.15720	MSTRG.15720.1	g6017	g6017.t2	sense	intergenic	11254	same_strand	upstream
0	MSTRG.15720	MSTRG.15720.1	g6018	g6018.t1	antisense	intergenic	15717	divergent	upstream
0	MSTRG.15720	MSTRG.15720.1	g6017	g6017.t1	sense	intergenic	11254	same_strand	upstream
1	MSTRG.19655	MSTRG.19655.1	g7548	g7548.t1	antisense	intergenic	2432	convergent	downstream
1	MSTRG.18459	MSTRG.18459.1	g7109	g7109.t1	sense	genic	0	containing	intronic
1	MSTRG.33403	MSTRG.33403.7	g12310	g12310.t1	antisense	intergenic	25634	divergent	upstream
1	MSTRG.18444	MSTRG.18444.1	g7107	g7107.t1	sense	genic	0	containing	intronic
0	MSTRG.18444	MSTRG.18444.1	g7106	g7106.t1	sense	genic	0	containing	intronic
1	MSTRG.63710	MSTRG.63710.1	g22807	g22807.t1	antisense	intergenic	634	convergent	downstream
0	MSTRG.63710	MSTRG.63710.1	g22806	g22806.t1	antisense	intergenic	4277	divergent	upstream
1	MSTRG.39418	MSTRG.39418.1	g14314	g14314.t1	sense	intergenic	3213	same_strand	downstream
0	MSTRG.39418	MSTRG.39418.1	g14317	g14317.t1	antisense	intergenic	9948	divergent	upstream
0	MSTRG.39418	MSTRG.39418.1	g14315	g14315.t1	sense	intergenic	6612	same_strand	downstream
0	MSTRG.39418	MSTRG.39418.1	g14315	g14315.t2	sense	intergenic	6612	same_strand	downstream
0	MSTRG.39418	MSTRG.39418.1	g14316	g14316.t1	sense	intergenic	8155	same_strand	downstream
1	MSTRG.42399	MSTRG.42399.2	g15244	g15244.t1	antisense	intergenic	3794	divergent	upstream
0	MSTRG.42399	MSTRG.42399.2	g15243	g15243.t1	sense	intergenic	9975	same_strand	upstream
1	MSTRG.9377	MSTRG.9377.1	g3347	g3347.t1	antisense	intergenic	14827	convergent	downstream
0	MSTRG.9377	MSTRG.9377.1	g3346	g3346.t1	antisense	intergenic	15752	convergent	downstream
1	MSTRG.36863	MSTRG.36863.1	g13423	g13423.t1	sense	intergenic	21334	same_strand	downstream
0	MSTRG.36863	MSTRG.36863.1	g13422	g13422.t1	antisense	intergenic	28171	convergent	downstream
1	MSTRG.41737	MSTRG.41737.1	g15093	g15093.t1	sense	intergenic	803	same_strand	upstream
0	MSTRG.41737	MSTRG.41737.1	g15094	g15094.t1	sense	intergenic	4774	same_strand	upstream
1	MSTRG.26143	MSTRG.26143.1	g9712	g9712.t1	sense	intergenic	1441	same_strand	downstream
1	MSTRG.44511	MSTRG.44511.1	g16057	g16057.t2	antisense	intergenic	3370	convergent	downstream
0	MSTRG.44511	MSTRG.44511.1	g16057	g16057.t1	antisense	intergenic	3370	convergent	downstream
1	MSTRG.36995	MSTRG.36995.20	g13279	g13279.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.36995	MSTRG.36995.20	g13279	g13279.t2	antisense	genic	0	nested	exonic
1	MSTRG.40791	MSTRG.40791.1	g14808	g14808.t1	sense	intergenic	61	same_strand	upstream
0	MSTRG.40791	MSTRG.40791.1	g14809	g14809.t1	antisense	intergenic	7143	divergent	upstream
0	MSTRG.40791	MSTRG.40791.1	g14807	g14807.t1	antisense	intergenic	8161	convergent	downstream
1	MSTRG.12707	MSTRG.12707.3	g4567	g4567.t2	antisense	intergenic	6880	divergent	upstream
0	MSTRG.12707	MSTRG.12707.3	g4567	g4567.t1	antisense	intergenic	6880	divergent	upstream
1	MSTRG.44686	MSTRG.44686.1	g16154	g16154.t1	antisense	intergenic	5912	convergent	downstream
1	MSTRG.31008	MSTRG.31008.1	g11561	g11561.t1	antisense	genic	0	nested	intronic
0	MSTRG.31008	MSTRG.31008.1	g11561	g11561.t2	antisense	genic	0	nested	intronic
1	MSTRG.38264	MSTRG.38264.1	g13904	g13904.t1	antisense	intergenic	26291	convergent	downstream
1	MSTRG.36458	MSTRG.36458.1	g13318	g13318.t1	antisense	genic	0	nested	intronic
0	MSTRG.36458	MSTRG.36458.1	g13319	g13319.t1	sense	intergenic	494	same_strand	upstream
0	MSTRG.36458	MSTRG.36458.1	g13319	g13319.t2	sense	intergenic	401	same_strand	upstream
0	MSTRG.36458	MSTRG.36458.1	g13320	g13320.t1	sense	intergenic	8926	same_strand	upstream
1	MSTRG.34699	MSTRG.34699.1	g12736	g12736.t2	antisense	genic	0	containing	intronic
0	MSTRG.34699	MSTRG.34699.1	g12737	g12737.t1	antisense	intergenic	8557	divergent	upstream
0	MSTRG.34699	MSTRG.34699.1	g12735	g12735.t1	antisense	intergenic	2355	convergent	downstream
0	MSTRG.34699	MSTRG.34699.1	g12736	g12736.t1	antisense	genic	0	containing	intronic
1	MSTRG.32679	MSTRG.32679.1	g12018	g12018.t1	antisense	genic	0	containing	exonic
0	MSTRG.32679	MSTRG.32679.1	g12017	g12017.t1	antisense	intergenic	2135	divergent	upstream
1	MSTRG.66248	MSTRG.66248.2	g23858	g23858.t1	antisense	genic	0	nested	intronic
1	MSTRG.18517	MSTRG.18517.1	g7131	g7131.t1	antisense	genic	0	nested	exonic
0	MSTRG.18517	MSTRG.18517.1	g7132	g7132.t1	sense	intergenic	6561	same_strand	downstream
1	MSTRG.36065	MSTRG.36065.8	g13177	g13177.t1	sense	intergenic	22148	same_strand	upstream
0	MSTRG.36065	MSTRG.36065.8	g13176	g13176.t2	antisense	intergenic	29211	divergent	upstream
0	MSTRG.36065	MSTRG.36065.8	g13176	g13176.t1	antisense	intergenic	29211	divergent	upstream
1	MSTRG.43510	MSTRG.43510.1	g15636	g15636.t1	sense	intergenic	9852	same_strand	upstream
1	MSTRG.9564	MSTRG.9564.1	g3374	g3374.t1	antisense	intergenic	29698	divergent	upstream
0	MSTRG.9564	MSTRG.9564.1	g3375	g3375.t1	sense	intergenic	29777	same_strand	upstream
1	MSTRG.43693	MSTRG.43693.1	g15701	g15701.t1	antisense	intergenic	24695	convergent	downstream
1	MSTRG.29164	MSTRG.29164.1	g10845	g10845.t1	sense	intergenic	12977	same_strand	downstream
0	MSTRG.29164	MSTRG.29164.1	g10844	g10844.t1	sense	intergenic	19976	same_strand	upstream
0	MSTRG.29164	MSTRG.29164.1	g10844	g10844.t3	sense	intergenic	19760	same_strand	upstream
0	MSTRG.29164	MSTRG.29164.1	g10844	g10844.t2	sense	intergenic	19976	same_strand	upstream
1	MSTRG.60249	MSTRG.60249.2	g21561	g21561.t1	antisense	intergenic	531	convergent	downstream
1	MSTRG.46886	MSTRG.46886.1	g17003	g17003.t1	sense	intergenic	1133	same_strand	upstream
0	MSTRG.46886	MSTRG.46886.1	g17004	g17004.t1	sense	intergenic	7613	same_strand	upstream
1	MSTRG.1983	MSTRG.1983.1	g709	g709.t1	sense	intergenic	12176	same_strand	upstream
1	MSTRG.12137	MSTRG.12137.1	g4282	g4282.t1	antisense	intergenic	4101	convergent	downstream
1	MSTRG.11588	MSTRG.11588.1	g4069	g4069.t1	sense	intergenic	53035	same_strand	downstream
1	MSTRG.38201	MSTRG.38201.1	g13889	g13889.t1	sense	intergenic	14881	same_strand	downstream
1	MSTRG.39466	MSTRG.39466.2	g14332	g14332.t1	sense	intergenic	1340	same_strand	downstream
0	MSTRG.39466	MSTRG.39466.2	g14332	g14332.t2	sense	intergenic	1340	same_strand	downstream
0	MSTRG.39466	MSTRG.39466.2	g14333	g14333.t1	antisense	intergenic	7294	divergent	upstream
1	MSTRG.6351	MSTRG.6351.1	g2259	g2259.t1	antisense	intergenic	10778	divergent	upstream
1	MSTRG.65635	MSTRG.65635.1	g23584	g23584.t1	antisense	intergenic	3595	divergent	upstream
1	MSTRG.22835	MSTRG.22835.2	g8409	g8409.t2	antisense	intergenic	2231	divergent	upstream
0	MSTRG.22835	MSTRG.22835.2	g8410	g8410.t1	antisense	intergenic	3901	convergent	downstream
0	MSTRG.22835	MSTRG.22835.2	g8411	g8411.t1	antisense	intergenic	8731	convergent	downstream
0	MSTRG.22835	MSTRG.22835.2	g8409	g8409.t1	antisense	intergenic	4149	divergent	upstream
0	MSTRG.22835	MSTRG.22835.2	g8411	g8411.t3	antisense	intergenic	9166	convergent	downstream
0	MSTRG.22835	MSTRG.22835.2	g8411	g8411.t2	antisense	intergenic	8731	convergent	downstream
1	MSTRG.6803	MSTRG.6803.2	g2424	g2424.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.6803	MSTRG.6803.2	g2425	g2425.t1	antisense	intergenic	2820	divergent	upstream
1	MSTRG.66076	MSTRG.66076.2	g23792	g23792.t1	antisense	intergenic	199	divergent	upstream
0	MSTRG.66076	MSTRG.66076.2	g23792	g23792.t2	antisense	intergenic	199	divergent	upstream
1	MSTRG.33403	MSTRG.33403.6	g12310	g12310.t1	antisense	intergenic	25315	divergent	upstream
1	MSTRG.39037	MSTRG.39037.1	g14163	g14163.t1	antisense	intergenic	1	convergent	downstream
1	MSTRG.6406	MSTRG.6406.4	g2279	g2279.t1	antisense	intergenic	5079	convergent	downstream
0	MSTRG.6406	MSTRG.6406.4	g2279	g2279.t2	antisense	intergenic	5079	convergent	downstream
1	MSTRG.16439	MSTRG.16439.3	g6253	g6253.t1	antisense	intergenic	25033	divergent	upstream
1	MSTRG.63979	MSTRG.63979.21	g22907	g22907.t1	antisense	genic	0	containing	exonic
0	MSTRG.63979	MSTRG.63979.21	g22910	g22910.t2	antisense	intergenic	9059	convergent	downstream
0	MSTRG.63979	MSTRG.63979.21	g22908	g22908.t1	sense	intergenic	3285	same_strand	upstream
0	MSTRG.63979	MSTRG.63979.21	g22909	g22909.t1	antisense	intergenic	5759	convergent	downstream
0	MSTRG.63979	MSTRG.63979.21	g22910	g22910.t1	antisense	intergenic	9059	convergent	downstream
1	MSTRG.17506	MSTRG.17506.1	g6732	g6732.t1	sense	intergenic	5142	same_strand	upstream
1	MSTRG.31129	MSTRG.31129.1	g11610	g11610.t1	antisense	intergenic	18713	divergent	upstream
1	MSTRG.64022	MSTRG.64022.1	g22920	g22920.t1	antisense	genic	0	nested	exonic
1	MSTRG.41765	MSTRG.41765.1	g15097	g15097.t1	antisense	genic	0	nested	intronic
0	MSTRG.41765	MSTRG.41765.1	g15098	g15098.t1	antisense	intergenic	6881	divergent	upstream
1	MSTRG.29162	MSTRG.29162.1	g10840	g10840.t1	antisense	intergenic	64	convergent	downstream
0	MSTRG.29162	MSTRG.29162.1	g10841	g10841.t1	antisense	intergenic	3870	convergent	downstream
0	MSTRG.29162	MSTRG.29162.1	g10838	g10838.t2	antisense	intergenic	9518	divergent	upstream
0	MSTRG.29162	MSTRG.29162.1	g10840	g10840.t2	antisense	intergenic	64	convergent	downstream
0	MSTRG.29162	MSTRG.29162.1	g10838	g10838.t1	antisense	intergenic	9575	divergent	upstream
0	MSTRG.29162	MSTRG.29162.1	g10839	g10839.t1	sense	intergenic	7578	same_strand	downstream
1	MSTRG.46599	MSTRG.46599.1	g16860	g16860.t1	antisense	intergenic	18823	convergent	downstream
1	MSTRG.3833	MSTRG.3833.1	g1412	g1412.t1	antisense	intergenic	3718	convergent	downstream
1	MSTRG.30822	MSTRG.30822.14	g11488	g11488.t1	antisense	genic	0	nested	exonic
0	MSTRG.30822	MSTRG.30822.14	g11487	g11487.t1	sense	intergenic	2738	same_strand	downstream
1	MSTRG.46715	MSTRG.46715.1	g16944	g16944.t2	antisense	genic	0	overlapping	exonic
0	MSTRG.46715	MSTRG.46715.1	g16937	g16937.t2	antisense	intergenic	8901	divergent	upstream
0	MSTRG.46715	MSTRG.46715.1	g16940	g16940.t2	antisense	genic	0	containing	intronic
0	MSTRG.46715	MSTRG.46715.1	g16941	g16941.t1	antisense	genic	0	containing	intronic
0	MSTRG.46715	MSTRG.46715.1	g16938	g16938.t1	antisense	intergenic	5015	divergent	upstream
0	MSTRG.46715	MSTRG.46715.1	g16942	g16942.t1	sense	genic	0	containing	intronic
0	MSTRG.46715	MSTRG.46715.1	g16937	g16937.t1	antisense	intergenic	9777	divergent	upstream
0	MSTRG.46715	MSTRG.46715.1	g16943	g16943.t1	sense	genic	0	containing	intronic
0	MSTRG.46715	MSTRG.46715.1	g16945	g16945.t1	antisense	intergenic	3507	convergent	downstream
0	MSTRG.46715	MSTRG.46715.1	g16944	g16944.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.46715	MSTRG.46715.1	g16939	g16939.t1	antisense	intergenic	2600	divergent	upstream
0	MSTRG.46715	MSTRG.46715.1	g16940	g16940.t1	antisense	genic	0	containing	intronic
1	MSTRG.43147	MSTRG.43147.3	g15505	g15505.t1	antisense	intergenic	796	divergent	upstream
0	MSTRG.43147	MSTRG.43147.3	g15504	g15504.t2	sense	intergenic	6721	same_strand	downstream
1	MSTRG.43690	MSTRG.43690.32	g15702	g15702.t1	sense	intergenic	9691	same_strand	downstream
1	MSTRG.29509	MSTRG.29509.3	g10973	g10973.t1	sense	intergenic	14824	same_strand	upstream
0	MSTRG.29509	MSTRG.29509.3	g10974	g10974.t1	sense	intergenic	16185	same_strand	upstream
1	MSTRG.38658	MSTRG.38658.2	g14036	g14036.t1	antisense	intergenic	32416	divergent	upstream
1	MSTRG.55581	MSTRG.55581.1	g20100	g20100.t1	antisense	intergenic	11272	convergent	downstream
1	MSTRG.34678	MSTRG.34678.1	g12724	g12724.t1	sense	intergenic	13880	same_strand	downstream
1	MSTRG.14816	MSTRG.14816.1	g5643	g5643.t1	antisense	intergenic	2402	divergent	upstream
1	MSTRG.15073	MSTRG.15073.2	g5756	g5756.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.15073	MSTRG.15073.2	g5755	g5755.t1	antisense	intergenic	7848	convergent	downstream
0	MSTRG.15073	MSTRG.15073.2	g5755	g5755.t2	antisense	intergenic	7848	convergent	downstream
1	MSTRG.64841	MSTRG.64841.1	g23238	g23238.t1	antisense	intergenic	3001	divergent	upstream
1	MSTRG.60324	MSTRG.60324.1	g21580	g21580.t1	sense	intergenic	16977	same_strand	upstream
1	MSTRG.11033	MSTRG.11033.1	g3856	g3856.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.11033	MSTRG.11033.1	g3857	g3857.t1	antisense	intergenic	3684	divergent	upstream
1	MSTRG.18438	MSTRG.18438.1	g7104	g7104.t1	sense	intergenic	1184	same_strand	downstream
0	MSTRG.18438	MSTRG.18438.1	g7105	g7105.t1	antisense	intergenic	2956	convergent	downstream
0	MSTRG.18438	MSTRG.18438.1	g7103	g7103.t1	sense	intergenic	3167	same_strand	downstream
0	MSTRG.18438	MSTRG.18438.1	g7105	g7105.t2	antisense	intergenic	2956	convergent	downstream
1	MSTRG.46062	MSTRG.46062.2	g16674	g16674.t2	sense	intergenic	14140	same_strand	upstream
0	MSTRG.46062	MSTRG.46062.2	g16674	g16674.t3	sense	intergenic	15368	same_strand	upstream
0	MSTRG.46062	MSTRG.46062.2	g16674	g16674.t1	sense	intergenic	14140	same_strand	upstream
1	MSTRG.18045	MSTRG.18045.1	g6935	g6935.t1	sense	intergenic	3063	same_strand	downstream
1	MSTRG.32194	MSTRG.32194.2	g11813	g11813.t1	sense	intergenic	9953	same_strand	downstream
1	MSTRG.39630	MSTRG.39630.1	g14382	g14382.t1	sense	intergenic	20487	same_strand	upstream
0	MSTRG.39630	MSTRG.39630.1	g14381	g14381.t1	antisense	intergenic	26007	divergent	upstream
1	MSTRG.5693	MSTRG.5693.3	g2061	g2061.t1	sense	intergenic	1587	same_strand	downstream
0	MSTRG.5693	MSTRG.5693.3	g2062	g2062.t2	sense	intergenic	9612	same_strand	downstream
1	MSTRG.63979	MSTRG.63979.36	g22907	g22907.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.63979	MSTRG.63979.36	g22908	g22908.t1	sense	intergenic	3285	same_strand	upstream
0	MSTRG.63979	MSTRG.63979.36	g22910	g22910.t1	antisense	intergenic	9059	convergent	downstream
0	MSTRG.63979	MSTRG.63979.36	g22909	g22909.t1	antisense	intergenic	5759	convergent	downstream
0	MSTRG.63979	MSTRG.63979.36	g22910	g22910.t2	antisense	intergenic	9059	convergent	downstream
1	MSTRG.63158	MSTRG.63158.1	g22600	g22600.t2	antisense	genic	0	nested	exonic
0	MSTRG.63158	MSTRG.63158.1	g22600	g22600.t1	antisense	genic	0	nested	exonic
0	MSTRG.63158	MSTRG.63158.1	g22601	g22601.t1	sense	intergenic	7665	same_strand	upstream
0	MSTRG.63158	MSTRG.63158.1	g22601	g22601.t2	sense	intergenic	7966	same_strand	upstream
1	MSTRG.23635	MSTRG.23635.1	g8737	g8737.t1	sense	intergenic	35170	same_strand	upstream
